object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,
Telkomsel,'1068692463278149632,01/12/2018 9:25,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@a_rdirivera Hai, Mas Ardi. Mohon maaf mengenai keluhan jaringan 4G, silakan infokan nomor, tipe HP, dan nomor lain… https://t.co/XvLAsRA3BN,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068692463278149632,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068690419070816256,'2182094762,,,"[{""id"":""\\""2182094762\\"""",""name"":""\\""a_rdirivera\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,
Telkomsel,'1068692224144068608,01/12/2018 9:24,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@dewiayuaprilian Terima kasih atas data yg diberikan. Interaksi selanjutnya via DM. Tks. –Beny,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068692224144068608,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068691044273807360,'264717309,,,"[{""id"":""\\""264717309\\"""",""name"":""\\""dewiayuaprilian\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,,
Telkomsel,'2110961358958627_2110979582290138,01/12/2018 9:24,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Harry. Seperti info sebelumnya, nomor yang sudah melewati masa tenggang tidak dapat diaktifkan kembali. Namun, masih dapat migrasi ke kartuHalo di GraPARI terdekat apabila belum melewati 15 hari sejak tanggal masa tenggang berakhir. Pastikan membawa SIM Card, KTP asli yang masih berlaku dan proses tidak dapat diwakilkan. Info lengkap alamat GraPARI: https://www.telkomsel.com/contact-us/my-grapari :) -Dinar,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110961358958627_2110979582290138,,'157697287618387_2110961358958627,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,
Telkomsel,'2110808185640611_2110978942290202,01/12/2018 9:23,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Rykie. Silakan ikuti program hadiah Pesta Akhir Tahun dengan  menukar jumlah POIN Telkomsel. Semoga beruntung. Info lengkap Program Pesta Akhir Tahun  bisa di cek https://www.telkomsel.com/pestaakhirtahun :) -Sabil,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110808185640611_2110978942290202,,'157697287618387_2110808185640611,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'1068691217527926784,01/12/2018 9:20,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@fepisugianto   [1] Hai, Mbak Fepiliana. Mohon maaf atas ketidaknyamanan yang dialami. Mengenai paket promo, promo… https://t.co/sn4hVv56Dz,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068691217527926784,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068689988181614592,'296087162,,,"[{""id"":""\\""296087162\\"""",""name"":""\\""fepisugianto\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'1068691299274899456,01/12/2018 9:20,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@fepisugianto [2]  ditawarkan hanya untuk periode tertentu saja. Silakan aktivasi paket lainnya di *363# atau melal… https://t.co/kpTe5eir5h,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068691299274899456,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068689988181614592,'296087162,,,"[{""id"":""\\""296087162\\"""",""name"":""\\""fepisugianto\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,,
Telkomsel,'2110961358958627_2110975442290552,01/12/2018 9:19,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Terima kasih telah menunggu, Mas Harry. Terkait keluhan SIM Card tidak dapat digunakan, saya cek nomor 081382336xxx tidak terbaca di sistem kami. Nomor yang sudah tidak terbaca sistem, dinyatakan hangus karena sudah melewati masa tenggang dan tidak bisa diaktifkan kembali, namun masih dapat migrasi ke kartuHalo di GraPARI terdekat apabila belum melewati 15 hari sejak tanggal masa tenggang berakhir. Pastikan membawa SIM Card, KTP asli yang masih berlaku dan proses tidak dapat diwakilkan. Info lengkap alamat GraPARI: https://www.telkomsel.com/contact-us/my-grapari :) -Vetra,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110961358958627_2110975442290552,,'157697287618387_2110961358958627,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,
Telkomsel,'1068690692430393344,01/12/2018 9:18,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@AndiYudha1 Terima kasih atas data yang diberikan, Mas Andi. Saya bantu infokan solusi via DM agar tidak terbatas k… https://t.co/JUw7E6TA04,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068690692430393344,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068688716359581696,'336360248,,,"[{""id"":""\\""336360248\\"""",""name"":""\\""AndiYudha1\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'2110961358958627_2110973155624114,01/12/2018 9:17,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Terima kasih untuk data yang diberikan, Mas Harry. Saya bantu cek terlebih dahulu. Mohon berkenan menunggu :) -Vetra,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110961358958627_2110973155624114,,'157697287618387_2110961358958627,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'1068690273612455937,01/12/2018 9:16,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@ferry14_2016 Hai, Mas Ferry. Terkait cara aktivasi Paket VideoMAX, bisa melalui *363# dan aplikasi MyTelkomsel. In… https://t.co/RPTbchP4ql,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068690273612455937,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068689495376052224,'802142700845735936,,,"[{""id"":""\\""802142700845735936\\"""",""name"":""\\""ferry14_2016\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'2110959912292105_2110971352290961,01/12/2018 9:15,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Sama-sama, Mas Anwar. Terima kasih telah menghubungi Telkomsel. Silakan post  kembali apabila ada hal lain yang ingin di tanyakan dengan menyisipkan tanda tanya (?) disetiap pertanyaannya. Selamat berakhir pekan. Sehat selalu :) -Vetra,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110959912292105_2110971352290961,,'157697287618387_2110959912292105,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'2110965478958215_2110971862290910,01/12/2018 9:15,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Selamat pagi, Mas Khamui. Terkait transfer pulsa, dapat dial di  *858#. Info lengkap dapat dial di https://www.telkomsel.com/en/transfer-pulsa :) -Dinar,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110965478958215_2110971862290910,,'157697287618387_2110965478958215,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,
Telkomsel,'1068689876453744640,01/12/2018 9:14,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@Kadek_Senox Hai, Mas Kadek. Mohon maaf atas ketidaknyamananya. Mengenai kendala tidak bisa akses panggilan, infoka… https://t.co/vp5JBYTV4j,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068689876453744640,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068663763618881536,'238386954,,,"[{""id"":""\\""238386954\\"""",""name"":""\\""Kadek_Senox\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'1068689398064078849,01/12/2018 9:13,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@mantapseoul  Hai, terkait paket Best Deal internet, silakan infokan nomor dan lokasi melalui DM agar dibantu cek d… https://t.co/JkfucXfewi,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068689398064078849,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068688633484328960,'1013420146336022529,,,"[{""id"":""\\""1013420146336022529\\"""",""name"":""\\""mantapseoul\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'2110961358958627_2110967292291367,01/12/2018 9:13,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Hai, Mas Harry. Mohon maaf atas ketidaknyamanan yang dialami. Mengenai keluhan SIM Card tidak dapat digunakan, silakan melakukan restart HP terlebih dahulu. Jika masih berkendala sama, infokan data berikut ini:  1. Nomor HP,  2. Capture keterangan yang muncul, serta  3. Tanggal kejadian yang dialami melalui inbox agar kerahasiaan terjaga dan akan dibantu veronika personal asisten. Posting nomor HP dua kali agar bisa terhubung kembali dengan agent. Terima kasih :) -Qilla,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110961358958627_2110967292291367,,'157697287618387_2110961358958627,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,
Telkomsel,'2110960425625387_2110965628958200,01/12/2018 9:12,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Selamat pagi, Mas Doni. Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan sinyal, silakan restart HP terlebih dahulu. Infokan : 1. Nomor, 2. Lokasi detail, 3. Capture keterangan sinyal yang didapat via inbox agar dapat dibantu pengecekan dan kerahasiaan data terjaga. Ketika sudah mengirimkan data via inbox akan tersambung ke Veronika Personal Assistent, silakan pilih kontak live agent agar bisa terhubung dengan Officer kembali. Terima kasih :) -Dinar,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110960425625387_2110965628958200,,'157697287618387_2110960425625387,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,
Telkomsel,'1068688913315721217,01/12/2018 9:11,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@fahrizal__ [2] 1. Nomor yang digunakan, 2. Lokasi detail saat ini,  3. Tipe HP.  Berikut  link agar dapat terhubun… https://t.co/gNdOpqcD6o,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068688913315721217,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068687895123247104,'548988075,,,"[{""id"":""\\""548988075\\"""",""name"":""\\""fahrizal__\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'2110959912292105_2110964772291619,01/12/2018 9:11,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Selamat pagi, Mas Anwar. Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan nomor tidak menambah masa aktif, saya cek di nomor 082221941xxx status kartu aktif. Masa aktif kartu Loop akan bertambah diakhir periode dengan penggunaan pulsa minimal Rp5000. Terima kasih :) -Sabil,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2110959912292105_2110964772291619,,'157697287618387_2110959912292105,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,
Telkomsel,'1068688838384472065,01/12/2018 9:10,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@fahrizal__    [1] Hai, terkait informasi paket. Silakan infokan data via DM. Sebagai berikut:,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068688838384472065,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068687895123247104,'548988075,,,"[{""id"":""\\""548988075\\"""",""name"":""\\""fahrizal__\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068688762530521089,01/12/2018 9:10,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@ibramaulana30  Pagi, Mas Iqbal. Untuk program Pesta Akhir Tahun bisa diikuti semua pengguna Telkomsel dengan menuk… https://t.co/MRZtiZe0G5,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068688762530521089,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068687160138592257,'755328140423987200,,,"[{""id"":""\\""755328140423987200\\"""",""name"":""\\""ibramaulana30\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068688468388315136,01/12/2018 9:09,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@mantapseoul  Hai, berdasarkan capture yang diberikan. Dimana paket 52GB benefit yang didapatkan VideoMAX 2GB dan I… https://t.co/ogOYm2h1ao,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068688468388315136,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068687384278065152,'1013420146336022529,,,"[{""id"":""\\""1013420146336022529\\"""",""name"":""\\""mantapseoul\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068688091135672320,01/12/2018 9:07,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@subadra1997 Hai, Mas Subadra. Aktivasi paket melalui *363# tarif menyesuaikan zona dan lokasi sedangkan melalui ap… https://t.co/hBfwO2pbKX,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068688091135672320,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068687257572274178,'716846678746091520,,,"[{""id"":""\\""716846678746091520\\"""",""name"":""\\""subadra1997\\""""}]",1374375,0,1,0,,'Indonesia,,"[""technology"",""economy"",""health""]",1,,,,'in,'en,,,,,,,,
Telkomsel,'1068686572772442113,01/12/2018 9:01,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@_ruwhan  Pagi, Mas Rully. Maaf atas ketidaknyamanannya. Mengenai keluhan tidak mendapatkan sinyal 4G, infokan nomo… https://t.co/nUpSbw8sXC,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068686572772442113,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068685930322522112,'122705767,,,"[{""id"":""\\""122705767\\"""",""name"":""\\""_ruwhan\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'1068686175815135232,01/12/2018 9:00,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@paman_katak Hai, terkait cara aktivasi Flash, silakan akses *363# atau aplikasi MyTelkomsel. Informasi lengkap pak… https://t.co/Sb4QcEJV0S,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068686175815135232,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068685507024969728,'996238604488790016,,,"[{""id"":""\\""996238604488790016\\"""",""name"":""\\""paman_katak\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'1068686117367513089,01/12/2018 9:00,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'Jangan sampai kehabisan pulsa saat mau telepon orang terkasih! Segera beli paket #WeekendDeal di *888# hari ini dan… https://t.co/hmH6qo4h7T,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068686117367513089,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,,,,,[],1374375,0,3,0,,'Indonesia,,"[""technology"",""economy"",""health""]",3,,,,'in,'en,,,,,,,,,
Telkomsel,'1068686115786244097,01/12/2018 8:59,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@paman_katak   Hai, untuk aktivasi paket Flash, silakan dial *363# atau melalui aplikasi MyTelkomsel. Terima kasih :) -Via,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068686115786244097,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068685468907130880,'996238604488790016,,,"[{""id"":""\\""996238604488790016\\"""",""name"":""\\""paman_katak\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'1068686034311888896,01/12/2018 8:59,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@paman_katak  Untuk aktivasi paket bisa dial *363# atau melalui aplikasi MyTelkomsel. tks. -Kio,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068686034311888896,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068685477220208640,'996238604488790016,,,"[{""id"":""\\""996238604488790016\\"""",""name"":""\\""paman_katak\\""""}]",1374375,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,,
Telkomsel,'1068686032005095424,01/12/2018 8:59,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@paman_katak Hai, terkait cara aktivasi Flash, silakan akses *363# atau aplikasi MyTelkomsel. Informasi lengkap pak… https://t.co/VMLhgNcqNS,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068686032005095424,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: http://facebook.com/telkomsel, & http://youtube.com/telkomsel.,'1068685449978204160,'996238604488790016,,,"[{""id"":""\\""996238604488790016\\"""",""name"":""\\""paman_katak\\""""}]",1374360,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health"",""book""]",0,,,,'in,'en,,,,,,,
