object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,,,,
sigit bt,'UgypCWY9hET0Bqyww5l4AaABAg,28/12/2018 8:43,'social_media,'youtube,'comment,'account,'UCMGZnbg12_KHAxOxz96gLtg,'UCZ0bX2zJl_BwuEN8yYx7u7A,'S4ng P3l4914T,'S4ng P3l4914T,'Mantap bang brow,2,,[],'https://www.youtube.com/watch?v=UgypCWY9hET0Bqyww5l4AaABAg,,'mqUG5bJnIr0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
sigit bt,'UgwGaUKcdbxA9sCl-uB4AaABAg,29/12/2018 17:39,'social_media,'youtube,'comment,'account,'UCMGZnbg12_KHAxOxz96gLtg,'UCQRsBYmf4hkTxg9_XOiusVg,'Yuna Wati,'Yuna Wati,'MANTAP JIWAAA 😎�?,2,,[],'https://www.youtube.com/watch?v=UgwGaUKcdbxA9sCl-uB4AaABAg,,'HJW2Ejjwu7g,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
sigit bt,'Ugw-6w-rlClkUtg9-194AaABAg,29/12/2018 14:36,'social_media,'youtube,'comment,'account,'UCMGZnbg12_KHAxOxz96gLtg,'UCoDN7rTNZ0NFlo20Ka-frVg,'NGAKAK BARENG ANDI ALUNG,'NGAKAK BARENG ANDI ALUNG,'Mantap prank nya,2,,[],'https://www.youtube.com/watch?v=Ugw-6w-rlClkUtg9-194AaABAg,,'PGM7ikrKsXY,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
sigit bt,'UgzlQU1UwDX7Ix4gO0h4AaABAg,29/12/2018 17:52,'social_media,'youtube,'comment,'account,'UCMGZnbg12_KHAxOxz96gLtg,'UCQCHBQ4ohdr796bn1qDR49Q,'Ahmad Santana,'Ahmad Santana,'mba baju biru mantap tapi syng judes 😂,2,,[],'https://www.youtube.com/watch?v=UgzlQU1UwDX7Ix4gO0h4AaABAg,,'AYRPj8mlTok,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
sigit bt,'UgztVp4h7KwFgtJv1eR4AaABAg,29/12/2018 12:23,'social_media,'youtube,'comment,'account,'UCMGZnbg12_KHAxOxz96gLtg,'UCgry0kwd-mrMUmt-ECcsIAA,'Joko Waras,'Joko Waras,'Pemulung nya keren bang pake jam tangan hehehe,2,,[],'https://www.youtube.com/watch?v=UgztVp4h7KwFgtJv1eR4AaABAg,,'X39ipJR0SVE,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
sigit bt,'UgwnrOJdH-9hanAPCld4AaABAg,29/12/2018 15:51,'social_media,'youtube,'comment,'account,'UCMGZnbg12_KHAxOxz96gLtg,'UCPFrE6lbP67eiFNyPiEZF-w,'Adhzan Ramadhanr,'Adhzan Ramadhanr,'Perwakilan Orang Cirebon ni Sederhana Tapi Mantap,2,2,,[],'https://www.youtube.com/watch?v=UgwnrOJdH-9hanAPCld4AaABAg,,'i6JEl5Ia4cI,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,
sigit bt,'UgyQKbLaGL72Qxj2Upd4AaABAg,28/12/2018 11:31,'social_media,'youtube,'comment,'account,'UCMGZnbg12_KHAxOxz96gLtg,'UC-LmC1D4PNdxNnVzlQabGjg,'Busairi Mohd,'Busairi Mohd,'Sip masbroo ide dan ispirasi mantap buat yg lebih gregetan lagimasbrooo,2,,[],'https://www.youtube.com/watch?v=UgyQKbLaGL72Qxj2Upd4AaABAg,,'mqUG5bJnIr0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
sigit bt,'UgwA4VYEgEVSaod1cs54AaABAg,28/12/2018 10:01,'social_media,'youtube,'comment,'account,'UCMGZnbg12_KHAxOxz96gLtg,'UCpZ7Wc2HN2NW3wDanmXwx6g,'bagas putra,'bagas putra,'UDEH FIX INI KEREN  AUTOLIKE AUTOSHARE. GOOD JOB GIT,2, gausah bikin yang so so baperin cewek ye. ntapp,2,,[],'https://www.youtube.com/watch?v=UgwA4VYEgEVSaod1cs54AaABAg,,'PGM7ikrKsXY,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,
sigit bt,'UgwvAEivI2hIh4cM66J4AaABAg,29/12/2018 17:56,'social_media,'youtube,'comment,'account,'UCMGZnbg12_KHAxOxz96gLtg,'UCEsvI62dELZXCuXi0ENX-7Q,'Galih Pratama,'Galih Pratama,'Wah bang sigit baru kedengaran lagi nih bang. Terakhir kali gua liat video video lu pas msih konten motovlog wkwkwkwk mantap trus berkarya bang wkwkwk💪,2,,[],'https://www.youtube.com/watch?v=UgwvAEivI2hIh4cM66J4AaABAg,,'L3Qwg42GINQ,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
The Jakarta Roads,'UgzJqYMl5YaNZBYJ2vR4AaABAg,29/12/2018 7:35,'social_media,'youtube,'comment,'account,'UC0m69UmYprk92Yq6GIuFKuw,'UCjoiRz0HMjh_GugwwDpEHBQ,'Lipansxe Exseqeut,'Lipansxe Exseqeut,"'<a href=""https://www.youtube.com/watch?v=dStJ7A6u1EE&ampt=9m55s"">9:55</a> lagi baca koment eh tiba&quot geber ,kaget gw wkwkwk ,mantap ni sound nya gw suka ,klo bisa yg paling nyaring lagi😂",2,,[],'https://www.youtube.com/watch?v=UgzJqYMl5YaNZBYJ2vR4AaABAg,,'dStJ7A6u1EE,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
The Jakarta Roads,'UgxQ1jSCiV1KOnUXNV94AaABAg,29/12/2018 13:41,'social_media,'youtube,'comment,'account,'UC0m69UmYprk92Yq6GIuFKuw,'UC8p78hlsVi9jz-mtp59XVOw,'ade cahya,'ade cahya,'Kerennnn... Subs balik kak mampir video saya juga,2,,[],'https://www.youtube.com/watch?v=UgxQ1jSCiV1KOnUXNV94AaABAg,,'CATM9BDRHZg,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Welovehonda Indonesia,'UgyFT5L6Ez1HSDBR-eZ4AaABAg,28/12/2018 20:05,'social_media,'youtube,'comment,'account,'UCoTPT5C_uSfC_Ak1gRbX_rg,'UCy3S1OCt4Hg5ZShQWjXvN_Q,'Stefanus Albert P.,'Stefanus Albert P.,'Pengen.. cuman gaada bagasi 😂 sumpah keren banget ini motor.. tapi baru inget kalo gw gabisa kopling :v ehh tapi secara teori gw tau bagaimana mengoperasikan kopling..,2,,[],'https://www.youtube.com/watch?v=UgyFT5L6Ez1HSDBR-eZ4AaABAg,,'nGB1eL8UZ2k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Welovehonda Indonesia,'UgzymFKAkgyElWnUnWx4AaABAg,29/12/2018 9:46,'social_media,'youtube,'comment,'account,'UCoTPT5C_uSfC_Ak1gRbX_rg,'UCpXI29aWunoGvU-e1FjiG3A,'rafizhuhri ru,'rafizhuhri ru,'Trabas itu cari gaharnya bukan hematnya 😂😂😂. Kalau mau nyaman main di aspal aja jadi supermoto. Temen gue pake crf pas di sungai mati percayalah yang katanya kerendam di starter langsung hidup itu bohong dan temen gue asli ngeluh parah 😂😂😂,2,,[],'https://www.youtube.com/watch?v=UgzymFKAkgyElWnUnWx4AaABAg,,'nGB1eL8UZ2k,,,,[],0,0,2,0,,,,,[],0,,,,,,,,,,,,,,,,,
'honda,'1078957586337202176,29/12/2018 17:15,'social_media,'twitter,'status,'keyword,'honda,'52664274,'ozradiobandung,'103.1 FM OZ RADIO,'#SuperGeneration dan OZ Radio present #SuperQuiz dengan hadiah Iphone X  Honda Vario sampai Mobil Honda Brio! cuma di SuperGeneration Apps https://t.co/xzDKCKH8Va,2,2,'http://pbs.twimg.com/profile_images/1075655759730364416/QgWSD4Ac_normal.jpg,"[""http://pbs.twimg.com/media/Dvk6NM7X4AEJKMK.jpg""]",'https://twitter.com/statuses/1078957586337202176,'103.1 FM YOUR FRIENDLY STATION | WA : 08122271031 | FOLLOW US IN ALL SOCIAL MEDIA @OZRADIOBANDUNG 📻🎶,,,,,[],284795,1,0,0,,,'Setrasari II No. 14 Bdg, ID,,[],0,,,,'in,'en,,,,,,,,,,
Yamaha Indonesia,'1079363197080035328,30/12/2018 20:06,'social_media,'twitter,'status,'account,'57904133,'87154951,'adebashir,'abas,'@RockersPantura @ferrykoto @YamahaIndonesia Idenya keren Kang �?�?.  Semoga semua yg terlibat kehidupan a berlimpah berkah �?. Khusus Kang @RockersPantura  Saya doakan dikaruniai hati yang tenang,2, sakinah mawaddah wa rahmah �?,2,'http://pbs.twimg.com/profile_images/1076282169960452096/ofHOHfqk_normal.jpg,[],'https://twitter.com/statuses/1079363197080035328,'farmer wannabe,'1079294544099794944,'383712645,,,"[{""id"":""\\""383712645\\"""",""name"":""\\""RockersPantura\\""""},{""id"":""\\""24893875\\"""",""name"":""\\""ferrykoto\\""""},{""id"":""\\""57904133\\"""",""name"":""\\""YamahaIndonesia\\""""},{""id"":""\\""383712645\\"""",""name"":""\\""RockersPantura\\""""}]",1118,1,0,0,,,,,[],1,,,,'in,'en,,,,,,,,,,
Yamaha Indonesia,'1079419661094027264,30/12/2018 23:51,'social_media,'twitter,'status,'account,'57904133,'1006385112089485312,'SyifaZ6,'Syifa.Z🖕🇲🇨,'@RockersPantura @RinjaniJB @YamahaIndonesia Mantap.�?,2,'http://pbs.twimg.com/profile_images/1022800461101858816/_Be3Jn1u_normal.jpg,[],'https://twitter.com/statuses/1079419661094027264,'ILAAHI ANTA MAQSHUUDII WA RIDHOOKA MATHLUUBII A'THIINI MAHABBATAKA WA MA'RIFATA.🖕,'1079294544099794944,'383712645,,,"[{""id"":""\\""383712645\\"""",""name"":""\\""RockersPantura\\""""},{""id"":""\\""2274438248\\"""",""name"":""\\""RinjaniJB\\""""},{""id"":""\\""57904133\\"""",""name"":""\\""YamahaIndonesia\\""""}]",1111,1,0,0,,,'Indonesia,,"[""fashion""]",1,,,,'in,'id,,,,,,,,,,,,
Yamaha Indonesia,'1079347754545995776,30/12/2018 19:05,'social_media,'twitter,'status,'account,'57904133,'1038720348722589697,'Rudi93527706,'Rudi,'@RockersPantura @YamahaIndonesia Keren nih caranya  bener2 beda,2,2,'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,[],'https://twitter.com/statuses/1079347754545995776,,'1079294544099794944,'383712645,,,"[{""id"":""\\""383712645\\"""",""name"":""\\""RockersPantura\\""""},{""id"":""\\""57904133\\"""",""name"":""\\""YamahaIndonesia\\""""}]",18,0,0,0,,,,'male,[],0,,,,'in,'en,,,,,,,,,,,
Yamaha Indonesia,'1079389062568366082,30/12/2018 21:49,'social_media,'twitter,'status,'account,'57904133,'1382390220,'mscendani,'Sekar #HOK1,'@RockersPantura @YamahaIndonesia Ooohh kirain sampe jalan raya  keren gitu,2, kapan ngajaki aku?,2,'http://pbs.twimg.com/profile_images/1079282946639507456/LeWmHzxu_normal.jpg,[],'https://twitter.com/statuses/1079389062568366082,'#Kandaters | #Booklovers | IG: @muntamah_sekar | @averna_mv | Owner and founder Pondok @maoscendani Kediri  | 💞 Persik Kediri | Selebihnya wanita biasa |,'1079388564973019136,'383712645,,,"[{""id"":""\\""383712645\\"""",""name"":""\\""RockersPantura\\""""},{""id"":""\\""57904133\\"""",""name"":""\\""YamahaIndonesia\\""""}]",3409,1,0,0,,,'Yuen Long District, Hong Kong,'female,"[""technology"",""entertainment"",""journalism"",""sports"",""book""]",1,,,,'in,'en,,,,,,,,,
Yamaha Indonesia,'1079338464988938241,30/12/2018 18:28,'social_media,'twitter,'status,'account,'57904133,'576755999,'bengkeldodo,'FRANSISKUS widodo,'@RockersPantura @YamahaIndonesia Sumpah keren mas ..... �?�?�?�?�?,2,'http://pbs.twimg.com/profile_images/1064245952263778304/ViidE5vi_normal.jpg,[],'https://twitter.com/statuses/1079338464988938241,'sosial media management                               ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤㅤ                           https://t.co/9Xno6Nbgbnㅤㅤ ㅤㅤㅤㅤㅤㅤㅤㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ,'1079294544099794944,'383712645,,,"[{""id"":""\\""383712645\\"""",""name"":""\\""RockersPantura\\""""},{""id"":""\\""57904133\\"""",""name"":""\\""YamahaIndonesia\\""""}]",14357,1,0,0,,,,'male,"[""technology""]",1,,,,'in,'id,,,,,,,,,,,,
Fitra Eri,'UgxytU_dz_zg0_nM3sZ4AaABAg.8pQzSUBQUS18pT90zKB4j4,30/12/2018 9:17,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UCo8X4s9uSgGr0HGNOO4a6NA,'yoshimura taka,'yoshimura taka,'+Lucky Putraoh hanya ganti head b20b. saya kira keseluruhan. mantap nih plug and play 😂😂😂. btw b16b kan mesin ek type r? berarti udh di swap jg engine blok nya 😂😂😂😂,2,,[],'https://www.youtube.com/watch?v=UgxytU_dz_zg0_nM3sZ4AaABAg.8pQzSUBQUS18pT90zKB4j4,,'5wNeopedmkA,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Iwan Banaran,'UgwWLKkLbYM_JnzCsYd4AaABAg.8oSlC7bMJb88pTNQ9Fczjn,30/12/2018 11:23,'social_media,'youtube,'comment,'account,'UCU1-85Fs_eseaTqhe4tEAUQ,'UCdBdhlk8sYzLRLWz7GmpW8w,'Hora Hore,'Hora Hore,'+Willy Ramanda Mantap!,2,,[],'https://www.youtube.com/watch?v=UgwWLKkLbYM_JnzCsYd4AaABAg.8oSlC7bMJb88pTNQ9Fczjn,,'eqNrGJkx7lw,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Den Dimas,'UgwGlKg6uiV4qehdtx54AaABAg,30/12/2018 17:50,'social_media,'youtube,'comment,'account,'UCFX4XuK9uM87ZItd9CsQGsg,'UCDxLlbfrvsmCNo_HoOkzRVg,'Ani Yulia,'Ani Yulia,'Alas sroban bang treknya mantap buat sunmori,2,,[],'https://www.youtube.com/watch?v=UgwGlKg6uiV4qehdtx54AaABAg,,'zGzMVtsIZgo,,,,[],0,0,0,0,,,,'female,[],0,,,,,,,,,,,,,,,,,
Den Dimas,'UgwIyBnlLxrvUvw98Sx4AaABAg,30/12/2018 22:06,'social_media,'youtube,'comment,'account,'UCFX4XuK9uM87ZItd9CsQGsg,'UCKzuZe77gNswfwczBVAbeeA,'dios dela,'dios dela,'Anjirr r1 doff nya keren bgt,2,,[],'https://www.youtube.com/watch?v=UgwIyBnlLxrvUvw98Sx4AaABAg,,'zGzMVtsIZgo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Fitra Eri,'UgyRezL1jXO0bODoJv94AaABAg,30/12/2018 15:12,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UC7xZG8lm39Tfpr-RNJncxfw,'Geraldi Luigi Noor,'Geraldi Luigi Noor,'bang mon maap itu mobil msh bisa jalan pdhl bensin udh di E haha keren bang,2,,[],'https://www.youtube.com/watch?v=UgyRezL1jXO0bODoJv94AaABAg,,'5wNeopedmkA,,,,[],0,0,0,0,,,,'female,[],0,,,,,,,,,,,,,,,,,
Den Dimas,'UgzWWjtfGXz6AB40EJ94AaABAg,30/12/2018 19:15,'social_media,'youtube,'comment,'account,'UCFX4XuK9uM87ZItd9CsQGsg,'UCuZWELoWb1rVA10v1HF8Fbw,'Adam Arlieza,'Adam Arlieza,'Closingnya keren sih,2,,[],'https://www.youtube.com/watch?v=UgzWWjtfGXz6AB40EJ94AaABAg,,'zGzMVtsIZgo,,,,[],0,0,0,0,,,,'male,[],0,,,,,,,,,,,,,,,,,
'Cari Aman,'1079247260540530690,30/12/2018 12:26,'social_media,'twitter,'status,'keyword,'Cari Aman,'825910780591681536,'fajarmandiri_,'Fajar Mandiri - Baros,'-Data pada registrasi pengemudi dapat digunakan untuk kegiatan penyelidikan  penyidikan dan identifikasi forensik kepolisian . Nah itulah fungsi dari SIM,2, kalian sudah punya SIM belum? . #FajarMandiri #HondaBanten #Honda #HondaIndonesia #Motor #KreditMotor #OneHeart #Cari_aman,2,'http://pbs.twimg.com/profile_images/1075606098218967040/A4gQUiV5_normal.jpg,[],'https://twitter.com/statuses/1079247260540530690,'FAJAR MANDIRI  Dealer Resmi Motor Honda Jl. Raya Serang - Pandeglang Km. 12 Baros Serang (0254) 251351 087871350337  Penjualan - Suku Cadang - Service/Perawatan,'1079247254450462720,'825910780591681536,,,[],26,0,0,0,,,'Serang, Indonesia,'male,"[""technology"",""automotive"",""travel"",""politic"",""economy"",""education"",""health"",""game""]",0,'Indonesia,'Serang,'Banten,'in,'id,,,,,,,,,
Den Dimas,'UgwIZ0jN3ov88mkmMa54AaABAg.8pTuUdCSK4k8pUW6adPZ7J,30/12/2018 21:58,'social_media,'youtube,'comment,'account,'UCFX4XuK9uM87ZItd9CsQGsg,'UCMskPmDsnye6rNwEQ-ImCPw,'Rian Kurniaw,'Rian Kurniaw,'Den Dimas triumph  daytona   dan r1 bang keren bgt,2,,[],'https://www.youtube.com/watch?v=UgwIZ0jN3ov88mkmMa54AaABAg.8pTuUdCSK4k8pUW6adPZ7J,,'zGzMVtsIZgo,,,,[],0,0,0,0,,,,'male,[],0,,,,,,,,,,,,,,,,,
alitt susanto,'UgyYwAF8ptsN8ndfhe94AaABAg,30/12/2018 13:54,'social_media,'youtube,'comment,'account,'UC4lYFqL-TUrZwck-cOdxTIw,'UCEiXtZiZoeAHtdgFh71-YkA,'Roedy Afrizal,'Roedy Afrizal,'Dua&quot nya keren kok bang 😊😊😊..<br />Btw kpn nge Custom Triumph Srambler nya bang,2,,[],'https://www.youtube.com/watch?v=UgyYwAF8ptsN8ndfhe94AaABAg,,'I56ySOW-iC8,,,,[],0,0,0,0,,,,'male,[],0,,,,,,,,,,,,,,,,,
Fitra Eri,'Ugzz66oMR1KUC_zHETB4AaABAg,30/12/2018 19:17,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UC4SYzClE43S165HVfUcFKOg,'Ltzey Jassen,'Ltzey Jassen,'Gila keren wkakkw tegang,2,,[],'https://www.youtube.com/watch?v=Ugzz66oMR1KUC_zHETB4AaABAg,,'FnjK-vEDt-w,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Den Dimas,'UgyX6bBogJRxHvYEPqt4AaABAg,30/12/2018 21:09,'social_media,'youtube,'comment,'account,'UCFX4XuK9uM87ZItd9CsQGsg,'UCE4EZdK909FW4KlB2b63Njw,'Nana electro,'Nana electro,'gilaa ganteng bngt R1 matte black   keren and garang  R1 ,2,,2,,[],'https://www.youtube.com/watch?v=UgyX6bBogJRxHvYEPqt4AaABAg,,'zGzMVtsIZgo,,,,[],0,0,1,0,,,,'female,[],1,,,,,,,,,,,,,,,
alitt susanto,'UgysFXYMAsBbQ6qUW154AaABAg,30/12/2018 21:04,'social_media,'youtube,'comment,'account,'UC4lYFqL-TUrZwck-cOdxTIw,'UCfHUy2H949fz3nOYcQUlvRA,'Pande sastrawan,'Pande sastrawan,'jamet belum sembuh wkkkk.. <br />btw kerenn mas alitt.. di tunggu untuk toring tahun depan,2,,[],'https://www.youtube.com/watch?v=UgysFXYMAsBbQ6qUW154AaABAg,,'Tv7BXi67U8w,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
alitt susanto,'UgwoaXN3VZsXbIv_8DV4AaABAg,30/12/2018 21:17,'social_media,'youtube,'comment,'account,'UC4lYFqL-TUrZwck-cOdxTIw,'UCCFq6oqMeJzmXOIazWW2eng,'Pubg Mobile,'Pubg Mobile,'Jamet kerennn,2,,[],'https://www.youtube.com/watch?v=UgwoaXN3VZsXbIv_8DV4AaABAg,,'Tv7BXi67U8w,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Hanif Rahmadi,'UgyJCsr3nhw-870a8cB4AaABAg,30/12/2018 20:46,'social_media,'youtube,'comment,'account,'UCGAGPNod17fLs8blfuev4hA,'UCHtRfD3P3o079ZwoAghxKyw,'tsaniya kirana mufidah,'tsaniya kirana mufidah,'Jd keren bgt..,2,,[],'https://www.youtube.com/watch?v=UgyJCsr3nhw-870a8cB4AaABAg,,'zTX-2uDgE_c,,,,[],0,0,0,0,,,,'female,[],0,,,,,,,,,,,,,,,,,
Motomobi,'UgyBxaEkrsibEJNwm5h4AaABAg,30/12/2018 2:00,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCeJgY69yoMP7jUJcn0JJ2GA,'Farah Nur Raisa,'Farah Nur Raisa,'Kalau saya mau nampang biar keren..Estilo cocok..<br />Tp klo pengen balapan eterna oke,2,,[],'https://www.youtube.com/watch?v=UgyBxaEkrsibEJNwm5h4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,'female,[],0,,,,,,,,,,,,,,,,,
Den Dimas,'Ugz68ssiJR4ZY6w-Xj54AaABAg,30/12/2018 22:16,'social_media,'youtube,'comment,'account,'UCFX4XuK9uM87ZItd9CsQGsg,'UCL9F4itG7BgT1eKaZWsy_hA,'wawan 007,'wawan 007,'Keren,2,,[],'https://www.youtube.com/watch?v=Ugz68ssiJR4ZY6w-Xj54AaABAg,,'zGzMVtsIZgo,,,,[],0,0,0,0,,,,'male,[],0,,,,,,,,,,,,,,,,,
Fitra Eri,'Ugz5OuSdCZS54XlOJTN4AaABAg,30/12/2018 12:52,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UC5T3i0U1A2T7mAc9lBX8wMQ,'Abdulah sidik,'Abdulah sidik,'keren baanget om,2,,[],'https://www.youtube.com/watch?v=Ugz5OuSdCZS54XlOJTN4AaABAg,,'ZGkG90F6_sc,,,,[],0,0,0,0,,,,'male,[],0,,,,,,,,,,,,,,,,,
Fitra Eri,'Ugwe5CUlSDI7gmWB1SN4AaABAg,30/12/2018 9:05,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UCIv6hsN1I1L3L1vknNmib-g,'Dhanu Santoso,'Dhanu Santoso,'Keren balapannya Mas.... Menambah pengetahuan balap... Bravo Mas Fitra..,2,,[],'https://www.youtube.com/watch?v=Ugwe5CUlSDI7gmWB1SN4AaABAg,,'wjtxWzsx7so,,,,[],0,0,0,0,,,,'male,[],0,,,,,,,,,,,,,,,,,
Fitra Eri,'Ugw0IhYwpPJvjRep-mN4AaABAg,30/12/2018 18:48,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UCLWReBAz2LYR83WhH_CvKZw,'Apatar Log.,'Apatar Log.,'keren dah pilot koboi mntapp gan thanks konten nya,2,,[],'https://www.youtube.com/watch?v=Ugw0IhYwpPJvjRep-mN4AaABAg,,'lmy4Mvp2QP0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Den Dimas,'Ugw6JXd9BOytoffIiHh4AaABAg,30/12/2018 0:05,'social_media,'youtube,'comment,'account,'UCFX4XuK9uM87ZItd9CsQGsg,'UC6mNfXzCp_dbB85whjcZ_TQ,'PayTren Channel,'PayTren Channel,'Keren...,2,,[],'https://www.youtube.com/watch?v=Ugw6JXd9BOytoffIiHh4AaABAg,,'GUpgLMWiwzA,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Fitra Eri,'UgwiLhajj6-K3f2Hs_p4AaABAg,30/12/2018 3:10,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UCT5SWIUPNURdjjKCRD10djQ,'kadek arimbawa,'kadek arimbawa,'kerenn,2,,[],'https://www.youtube.com/watch?v=UgwiLhajj6-K3f2Hs_p4AaABAg,,'lmy4Mvp2QP0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ridwan Hanif Rahmadi,'Ugw4R0PdH-K9sFOt4Mp4AaABAg,30/12/2018 9:22,'social_media,'youtube,'comment,'account,'UCGAGPNod17fLs8blfuev4hA,'UCV5FjD2MxIz0q4knBLwR9ng,'Nia Kurnia,'Nia Kurnia,'Kolaborasi keren nih haha,2,,[],'https://www.youtube.com/watch?v=Ugw4R0PdH-K9sFOt4Mp4AaABAg,,'f7u2VhF4oB0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
JodieMotovlog HD,'Ugwk1c5e5Gu8JMLJKGh4AaABAg.8pMdeo0vPwU8pTP-md9KRQ,30/12/2018 11:37,'social_media,'youtube,'comment,'account,'UCv56bTPJNB5OPJU3o17To9Q,'UCbkVd1uKXi1kyRlJ9TAIwHA,'Idol Musik 48,'Idol Musik 48,'Lebih kerenan amerika�?,2,,[],'https://www.youtube.com/watch?v=Ugwk1c5e5Gu8JMLJKGh4AaABAg.8pMdeo0vPwU8pTP-md9KRQ,,'NcLfS9UPvIY,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
'Cari Aman,'1079379686285807617,30/12/2018 21:12,'social_media,'twitter,'status,'keyword,'Cari Aman,'821559672448483330,'cdnhondaaceh,'capellahondaaceh,'Malam brosis  siapa nih yg touring pas liburan panjang ini??  Mau touring kemana pun,2, jangan lupa untuk tetap pakai jaket, helm, sarung tangan dan selalu #Cari_Aman di segala kondisi di perjalanan kamu . #CapellaHondaAceh  #HondaAceh  #HondaCRF250L... https://t.co/nxtELoOhkz,2,'http://pbs.twimg.com/profile_images/824091865557307393/rHKYq9wJ_normal.jpg,[],'https://twitter.com/statuses/1079379686285807617,,,,,,[],20,0,0,0,,,,,[],0,,,,'in,'en,,,,,,,,
alitt susanto,'UgwSnqt4oHTFJRpztON4AaABAg,30/12/2018 20:51,'social_media,'youtube,'comment,'account,'UC4lYFqL-TUrZwck-cOdxTIw,'UCFx4oR9wOCH4MdJXFd5AGPg,'Aping Firza,'Aping Firza,'Mantap,2,,[],'https://www.youtube.com/watch?v=UgwSnqt4oHTFJRpztON4AaABAg,,'Tv7BXi67U8w,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Den Dimas,'UgxkjLigdPVL2yIfqbF4AaABAg,30/12/2018 15:02,'social_media,'youtube,'comment,'account,'UCFX4XuK9uM87ZItd9CsQGsg,'UCZO-HPcrmO1W_ASodbGr6ig,'eben yuan,'eben yuan,'Mantap,2,,[],'https://www.youtube.com/watch?v=UgxkjLigdPVL2yIfqbF4AaABAg,,'zGzMVtsIZgo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Taufik TMCBlog,'Ugz_jzR08OPDCuxAAHR4AaABAg,30/12/2018 11:25,'social_media,'youtube,'comment,'account,'UChmRpXbwX7eTVKmuL-H3u6Q,'UC4-WnqTWom8YzIs7ZbMZJDQ,'omah helm chanel,'omah helm chanel,'Mantap,2,,[],'https://www.youtube.com/watch?v=Ugz_jzR08OPDCuxAAHR4AaABAg,,'WiNaOXxpE5Q,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
